,x,y,target
0,29.661767959594727,-62.82319259643555,0.0
1,-4.618313312530518,84.62493896484375,0.0
2,-32.26805114746094,6.012782573699951,0.0
3,34.96984100341797,11.625761985778809,1.0
4,-34.916866302490234,17.759048461914062,0.0
5,-1.0566041469573975,48.305809020996094,0.0
6,66.54720306396484,-46.90386199951172,0.0
7,-48.88409423828125,31.036970138549805,0.0
8,-43.14799880981445,3.9883999824523926,0.0
9,-52.029747009277344,-60.888492584228516,0.0
10,34.28268051147461,12.13847827911377,0.0
11,41.66487121582031,-75.99146270751953,0.0
12,-41.55392837524414,-11.03990364074707,1.0
13,11.886896133422852,1.3229389190673828,0.0
14,-52.155616760253906,-60.9139289855957,0.0
15,-41.59677505493164,-31.78477668762207,0.0
16,-62.0613899230957,27.12701416015625,0.0
17,48.439659118652344,64.6266860961914,1.0
18,-23.64560890197754,-1.952805519104004,0.0
19,-19.52606964111328,-68.29277801513672,0.0
20,26.233858108520508,45.26557159423828,0.0
21,-25.80463409423828,-4.606412887573242,1.0
22,8.841756820678711,27.970855712890625,1.0
23,0.05739655718207359,-15.762042045593262,0.0
24,-48.752017974853516,3.912966012954712,0.0
25,48.19847869873047,38.67618179321289,1.0
26,32.57863998413086,-90.63836669921875,0.0
27,50.4581298828125,-66.13416290283203,0.0
28,60.63931655883789,13.087708473205566,0.0
29,-41.058868408203125,-75.22137451171875,0.0
30,-11.319726943969727,5.468967437744141,0.0
31,59.4009895324707,25.37469482421875,0.0
32,-11.08814525604248,25.01390838623047,0.0
33,34.144561767578125,10.523224830627441,0.0
34,67.43012237548828,5.598899841308594,0.0
35,-24.3399658203125,-3.4430694580078125,0.0
36,4.634768486022949,29.35923957824707,0.0
37,-41.058868408203125,-75.22137451171875,0.0
38,-51.85867691040039,-60.55438232421875,0.0
39,24.215862274169922,-17.163349151611328,0.0
40,-54.30997848510742,-57.69416809082031,0.0
41,-24.920135498046875,22.979887008666992,1.0
42,11.719691276550293,1.6647332906723022,0.0
43,51.69837188720703,33.66112518310547,0.0
44,62.78147506713867,10.65066909790039,0.0
45,33.431907653808594,11.53293228149414,1.0
46,67.357177734375,-24.22348403930664,0.0
47,-52.930641174316406,9.690776824951172,0.0
48,-48.36719512939453,-38.891883850097656,0.0
49,-66.83829498291016,-43.546607971191406,0.0
50,36.24052429199219,-56.06981658935547,0.0
51,-52.874855041503906,58.67250442504883,0.0
52,-60.54322814941406,47.727073669433594,0.0
53,33.971221923828125,35.20751953125,0.0
54,6.186826705932617,-33.148643493652344,0.0
55,-48.372764587402344,-39.01240158081055,0.0
56,40.16926956176758,-4.276606559753418,1.0
57,48.333621978759766,38.56863021850586,0.0
58,32.37548065185547,9.889540672302246,0.0
59,20.46297836303711,57.22422790527344,0.0
60,-7.365755081176758,33.03363037109375,0.0
61,-11.025017738342285,61.27622985839844,1.0
62,17.927900314331055,38.901832580566406,0.0
63,-0.015601560473442078,-46.359947204589844,0.0
64,21.788902282714844,82.00257110595703,0.0
65,-52.874855041503906,58.672508239746094,1.0
66,49.33383560180664,64.45651245117188,0.0
67,-40.313880920410156,-74.47648620605469,0.0
68,11.886896133422852,1.3229389190673828,0.0
69,28.123056411743164,-15.235405921936035,0.0
70,82.47602844238281,-26.105058670043945,0.0
71,-43.85592269897461,59.69785690307617,1.0
72,-6.01353645324707,-16.14712142944336,0.0
73,-30.067018508911133,-14.9545259475708,0.0
74,10.749956130981445,-57.19256591796875,0.0
75,54.716339111328125,4.078287124633789,0.0
76,-23.698328018188477,-6.412178993225098,0.0
77,40.68595886230469,27.043922424316406,1.0
78,21.025190353393555,52.92501449584961,0.0
79,-25.058635711669922,72.41425323486328,0.0
80,-17.196949005126953,43.936744689941406,1.0
81,-38.322513580322266,-8.677153587341309,0.0
82,-7.060764312744141,-89.09542846679688,0.0
83,-51.85867691040039,-60.55438232421875,0.0
84,45.219913482666016,-12.607479095458984,0.0
85,42.44985580444336,-6.8239665031433105,0.0
86,46.402000427246094,-62.338443756103516,0.0
87,51.705787658691406,33.76713943481445,0.0
88,-15.455730438232422,49.2845573425293,1.0
89,-68.03219604492188,-39.09693908691406,0.0
90,46.330509185791016,-37.7513427734375,0.0
91,34.50535202026367,8.086408615112305,0.0
92,-5.625178813934326,36.48820495605469,0.0
93,9.856369972229004,-3.1692981719970703,0.0
94,-2.07839035987854,-68.4296646118164,0.0
95,-2.341562271118164,-67.0995864868164,0.0
96,23.5919246673584,-84.45254516601562,0.0
97,31.594615936279297,-27.352121353149414,0.0
98,76.65524291992188,46.65901184082031,0.0
99,16.842880249023438,-69.78804779052734,0.0
100,-30.85306739807129,53.35309600830078,0.0
101,-40.313880920410156,-74.47648620605469,0.0
102,53.24701690673828,-18.668899536132812,0.0
103,19.096403121948242,-45.88690185546875,0.0
104,83.09912872314453,-2.93967604637146,0.0
105,28.380701065063477,-44.3543701171875,0.0
106,38.32741165161133,10.232940673828125,0.0
107,12.66811752319336,44.313934326171875,0.0
108,-63.0602912902832,59.94210433959961,0.0
