,x,y,target
0,-16.081615447998047,-0.02841819077730179,0.0
1,-0.2789895832538605,-28.877408981323242,0.0
2,24.947389602661133,-12.702820777893066,0.0
3,24.242921829223633,-25.890796661376953,0.0
4,17.879907608032227,-25.92582130432129,0.0
5,14.422147750854492,-17.689462661743164,0.0
6,29.014368057250977,-11.629046440124512,1.0
7,21.98322105407715,-17.186634063720703,0.0
8,-22.330537796020508,13.47033977508545,0.0
9,3.3568332195281982,8.305988311767578,0.0
10,-19.83578872680664,4.990002632141113,0.0
11,-5.1117048263549805,-23.89313316345215,0.0
12,24.753719329833984,-7.249266147613525,0.0
13,-9.062808990478516,-16.469268798828125,0.0
14,29.43168830871582,-10.188740730285645,0.0
15,14.30051326751709,-15.696914672851562,0.0
16,-19.388137817382812,28.25680160522461,0.0
17,-11.36119556427002,-0.1744377762079239,0.0
18,-20.79091453552246,31.14206886291504,0.0
19,9.898805618286133,-1.1146020889282227,0.0
20,-21.003623962402344,-6.486492156982422,0.0
21,20.570968627929688,2.400054454803467,1.0
22,23.99118995666504,-0.7549360394477844,1.0
23,-21.5492000579834,-4.998265743255615,0.0
24,-17.30247688293457,-11.013738632202148,0.0
25,-25.594221115112305,23.424571990966797,0.0
26,-22.84514617919922,8.3423433303833,0.0
27,-14.227276802062988,0.9940970540046692,0.0
28,-4.858145236968994,1.6105802059173584,0.0
29,-25.10504913330078,11.976898193359375,0.0
30,20.783126831054688,-19.635494232177734,0.0
31,29.621734619140625,-8.199690818786621,1.0
32,25.7042293548584,-5.001274108886719,0.0
33,11.178934097290039,8.433557510375977,0.0
34,13.616296768188477,-5.048688888549805,1.0
35,-7.087631702423096,-23.835241317749023,0.0
36,-13.197078704833984,-2.567282199859619,0.0
37,-26.007959365844727,19.650428771972656,0.0
38,-21.85559844970703,25.134679794311523,0.0
39,22.416427612304688,1.0458508729934692,1.0
40,4.762613296508789,22.751928329467773,0.0
41,1.4312411546707153,26.118144989013672,0.0
42,-16.108396530151367,-10.214860916137695,0.0
43,-20.57208824157715,19.851856231689453,0.0
44,31.6740665435791,-8.064661979675293,1.0
45,-9.432208061218262,-19.66692352294922,0.0
46,-10.157470703125,24.542673110961914,0.0
47,-8.624031066894531,10.918779373168945,0.0
48,-10.69754409790039,-9.70659065246582,0.0
49,12.43951416015625,-15.109086036682129,0.0
50,20.26801872253418,-23.425457000732422,0.0
51,2.6956400871276855,24.14621353149414,0.0
52,24.614425659179688,-8.073387145996094,1.0
53,27.134546279907227,-13.078449249267578,1.0
54,4.221855640411377,12.444039344787598,0.0
55,3.372415781021118,7.829916954040527,0.0
56,23.96580696105957,0.6155079007148743,1.0
57,-20.963407516479492,0.36376282572746277,0.0
58,7.444732666015625,-14.485250473022461,0.0
59,22.429912567138672,-19.024885177612305,1.0
60,20.807086944580078,-30.18922233581543,0.0
61,-21.76413917541504,14.810525894165039,0.0
62,-11.553004264831543,-19.158920288085938,0.0
63,5.225756645202637,-16.32979965209961,0.0
64,-19.5355224609375,10.0637788772583,0.0
