,x,y,target
0,80.13117980957031,3.506711721420288,0.0
1,-43.20001983642578,-26.82181167602539,0.0
2,74.06832122802734,20.647090911865234,0.0
3,-3.116936206817627,25.554195404052734,1.0
4,-0.49101370573043823,-28.8535099029541,1.0
5,-7.356846332550049,82.23812866210938,0.0
6,33.05115509033203,-18.482192993164062,0.0
7,11.720721244812012,-79.53578186035156,0.0
8,11.953835487365723,-35.016090393066406,0.0
9,-23.61482810974121,-56.969200134277344,0.0
10,30.920225143432617,22.8498592376709,0.0
11,-47.76133728027344,53.57296371459961,0.0
12,34.440670013427734,25.239118576049805,0.0
13,-12.230825424194336,79.7425765991211,0.0
14,-35.31583786010742,-5.349026203155518,1.0
15,9.150459289550781,4.494358539581299,0.0
16,9.431110382080078,77.32762908935547,0.0
17,22.380779266357422,-53.63542175292969,0.0
18,48.79255676269531,-37.51332473754883,0.0
19,-20.6386775970459,-52.7510986328125,1.0
20,72.35816955566406,19.84939956665039,0.0
21,-14.350225448608398,-52.46770477294922,0.0
22,-53.08946228027344,4.8558030128479,1.0
23,68.04396057128906,-9.70501708984375,1.0
24,75.34825897216797,22.582326889038086,0.0
25,18.636398315429688,37.807193756103516,0.0
26,-27.227783203125,24.09554672241211,1.0
27,2.4584784507751465,45.121150970458984,1.0
28,43.90828323364258,23.958744049072266,0.0
29,10.967513084411621,79.49961853027344,0.0
30,-22.02047348022461,-56.543819427490234,0.0
31,-7.963547706604004,80.65535736083984,0.0
32,9.350197792053223,76.47685241699219,0.0
33,34.88372039794922,56.66313934326172,0.0
34,-82.44747924804688,-0.8884560465812683,0.0
35,-18.5426082611084,10.417450904846191,1.0
36,55.60610580444336,-12.86854076385498,0.0
37,6.510750770568848,-13.64486312866211,0.0
38,-40.20469665527344,30.753143310546875,0.0
39,-8.377519607543945,-49.5693359375,0.0
40,4.486174583435059,-40.66472244262695,0.0
41,-70.11859130859375,-62.36511993408203,0.0
42,15.124626159667969,-24.39737892150879,1.0
43,64.3624267578125,50.01551055908203,0.0
44,12.454644203186035,2.0199332237243652,0.0
45,46.18657684326172,-47.59315490722656,0.0
46,-55.018699645996094,18.763545989990234,1.0
47,51.58735656738281,-3.103154182434082,1.0
48,9.537171363830566,7.670595645904541,0.0
49,-60.821746826171875,-17.528602600097656,0.0
50,23.87088394165039,-44.12620544433594,0.0
51,-20.590126037597656,-43.29191970825195,0.0
52,-7.04926872253418,84.37871551513672,0.0
53,14.769485473632812,15.812858581542969,0.0
54,0.49383845925331116,39.18859100341797,1.0
55,-30.81569480895996,-45.022987365722656,0.0
56,-11.899439811706543,15.740735054016113,1.0
57,57.998741149902344,56.169273376464844,0.0
58,55.15223693847656,-26.89059066772461,0.0
59,-2.9840683937072754,13.329405784606934,1.0
60,24.325868606567383,60.59136962890625,0.0
